"","Sample Accession or Sample ID","Study_Accession","Run_Accession","Phenotype"
"3724","SAMN05414995","PRJNA328899","SRR3992962","Healthy"
"3725","SAMN05414996","PRJNA328899","SRR3992963","Healthy"
"3726","SAMN05414997","PRJNA328899","SRR3992964","Healthy"
"3727","SAMN05414999","PRJNA328899","SRR3992966","Healthy"
"3728","SAMN05415000","PRJNA328899","SRR3992967","Healthy"
"3729","SAMN06109999","PRJNA319574","SRR5127642","Healthy"
"3730","SAMN06110000","PRJNA319574","SRR5127802","Healthy"
"3731","SAMN06110001","PRJNA319574","SRR5127486","Healthy"
"3732","SAMN06110002","PRJNA319574","SRR5127665","Healthy"
"3733","SAMN06110003","PRJNA319574","SRR5127537","Healthy"
"3734","SAMN06110004","PRJNA319574","SRR5127838","Healthy"
"3735","SAMN06110005","PRJNA319574","SRR5127861","Healthy"
"3736","SAMN06110006","PRJNA319574","SRR5127828","Healthy"
"3737","SAMN06110007","PRJNA319574","SRR5127615","Healthy"
"3738","SAMN06110008","PRJNA319574","SRR5127400","Healthy"
"3739","SAMN06110009","PRJNA319574","SRR5127698","Healthy"
"3740","SAMN06110010","PRJNA319574","SRR5127398","Healthy"
"3741","SAMN06110011","PRJNA319574","SRR5127770","Healthy"
"3742","SAMN06110012","PRJNA319574","SRR5127416","Healthy"
"3743","SAMN06110013","PRJNA319574","SRR5127723","Healthy"
"3744","SAMN06110014","PRJNA319574","SRR5127808","Healthy"
"3745","SAMN06110015","PRJNA319574","SRR5127474","Healthy"
"3746","SAMN06110016","PRJNA319574","SRR5127529","Healthy"
"3747","SAMN06110017","PRJNA319574","SRR5127777","Healthy"
"3748","SAMN06110018","PRJNA319574","SRR5127493","Healthy"
"3749","SAMN06110019","PRJNA319574","SRR5127536","Healthy"
"3750","SAMN06110020","PRJNA319574","SRR5127431","Healthy"
"3751","SAMN06110021","PRJNA319574","SRR5127847","Healthy"
"3752","SAMN06110022","PRJNA319574","SRR5127540","Healthy"
"3753","SAMN06110023","PRJNA319574","SRR5127789","Healthy"
"3754","SAMN06110024","PRJNA319574","SRR5127447","Healthy"
"3755","SAMN06110025","PRJNA319574","SRR5127510","Healthy"
"3756","SAMN06110026","PRJNA319574","SRR5127606","Healthy"
"3757","SAMN06110027","PRJNA319574","SRR5127458","Healthy"
"3758","SAMN06110028","PRJNA319574","SRR5127504","Healthy"
"3759","SAMN06110029","PRJNA319574","SRR5127661","Healthy"
"3760","SAMN06110030","PRJNA319574","SRR5127862","Healthy"
"3761","SAMN06110031","PRJNA319574","SRR5127763","Healthy"
"3762","SAMN06110032","PRJNA319574","SRR5127813","Healthy"
"3763","SAMN06110033","PRJNA319574","SRR5127690","Healthy"
"3764","SAMN06110034","PRJNA319574","SRR5127714","Healthy"
"3765","SAMN06110035","PRJNA319574","SRR5127481","Healthy"
"3766","SAMN06110036","PRJNA319574","SRR5127821","Healthy"
"3767","SAMN06110037","PRJNA319574","SRR5127492","Healthy"
"3768","SAMN06110038","PRJNA319574","SRR5127697","Healthy"
"3769","SAMN06110039","PRJNA319574","SRR5127670","Healthy"
"3770","SAMN06110040","PRJNA319574","SRR5127784","Healthy"
"3771","SAMN06110041","PRJNA319574","SRR5127663","Healthy"
"3772","SAMN06110042","PRJNA319574","SRR5127771","Healthy"
"3773","SAMN06110043","PRJNA319574","SRR5127548","Healthy"
"3774","SAMN06110044","PRJNA319574","SRR5127584","Healthy"
"3775","SAMN06110045","PRJNA319574","SRR5127637","Healthy"
"3776","SAMN06110046","PRJNA319574","SRR5127731","Healthy"
"3777","SAMN06110047","PRJNA319574","SRR5127600","Healthy"
"3778","SAMN06110048","PRJNA319574","SRR5127759","Healthy"
"3779","SAMN06110049","PRJNA319574","SRR5127494","Healthy"
"3780","SAMN06110050","PRJNA319574","SRR5127459","Healthy"
"3781","SAMN06110051","PRJNA319574","SRR5127803","Healthy"
"3782","SAMN06110052","PRJNA319574","SRR5127857","Healthy"
"3783","SAMN06110053","PRJNA319574","SRR5127614","Healthy"
"3784","SAMN06110054","PRJNA319574","SRR5127755","Healthy"
"3785","SAMN06110055","PRJNA319574","SRR5127856","Healthy"
"3786","SAMN06110056","PRJNA319574","SRR5127491","Healthy"
"3787","SAMN06110057","PRJNA319574","SRR5127565","Healthy"
"3788","SAMN06110058","PRJNA319574","SRR5127786","Healthy"
"3789","SAMN06110059","PRJNA319574","SRR5127576","Healthy"
"3790","SAMN06110060","PRJNA319574","SRR5127476","Healthy"
"3791","SAMN06110061","PRJNA319574","SRR5127798","Healthy"
"3792","SAMN06110062","PRJNA319574","SRR5127394","Healthy"
"3793","SAMN06110063","PRJNA319574","SRR5127556","Healthy"
"3794","SAMN06110064","PRJNA319574","SRR5127609","Healthy"
"3795","SAMN06110065","PRJNA319574","SRR5127674","Healthy"
"3796","SAMN06110067","PRJNA319574","SRR5127671","Healthy"
"3797","SAMN06110068","PRJNA319574","SRR5127531","Healthy"
"3798","SAMN06110069","PRJNA319574","SRR5127515","Healthy"
"3799","SAMN06110070","PRJNA319574","SRR5127788","Healthy"
"3800","SAMN06110071","PRJNA319574","SRR5127715","Healthy"
"3801","SAMN06110072","PRJNA319574","SRR5127804","Healthy"
"3802","SAMN06110073","PRJNA319574","SRR5127521","Healthy"
"3803","SAMN06110074","PRJNA319574","SRR5127842","Healthy"
"3804","SAMN06110075","PRJNA319574","SRR5127523","Healthy"
"3805","SAMN06110076","PRJNA319574","SRR5127437","Healthy"
"3806","SAMN06110077","PRJNA319574","SRR5127829","Healthy"
"3807","SAMN06110078","PRJNA319574","SRR5127794","Healthy"
"3808","SAMN06110079","PRJNA319574","SRR5127775","Healthy"
"3809","SAMN06110080","PRJNA319574","SRR5127776","Healthy"
"3810","SAMN06110081","PRJNA319574","SRR5127703","Healthy"
"3811","SAMN06110082","PRJNA319574","SRR5127567","Healthy"
"3812","SAMN06110083","PRJNA319574","SRR5127774","Healthy"
"3813","SAMN06110084","PRJNA319574","SRR5127724","Healthy"
"3814","SAMN06110085","PRJNA319574","SRR5127608","Healthy"
"3815","SAMN06110086","PRJNA319574","SRR5127765","Healthy"
"3816","SAMN06110087","PRJNA319574","SRR5127561","Healthy"
"3817","SAMN06110088","PRJNA319574","SRR5127593","Healthy"
"3818","SAMN06110089","PRJNA319574","SRR5127852","Healthy"
"3819","SAMN06110090","PRJNA319574","SRR5127461","Healthy"
"3820","SAMN06110091","PRJNA319574","SRR5127430","Healthy"
"3821","SAMN06110092","PRJNA319574","SRR5127749","Healthy"
"3822","SAMN06110093","PRJNA319574","SRR5127778","Healthy"
"3823","SAMN06110094","PRJNA319574","SRR5127809","Healthy"
"3824","SAMN06110095","PRJNA319574","SRR5127817","Healthy"
"3825","SAMN06110096","PRJNA319574","SRR5127554","Healthy"
"3826","SAMN06110097","PRJNA319574","SRR5127550","Healthy"
"3827","SAMN06110098","PRJNA319574","SRR5127860","Healthy"
"3828","SAMN06110099","PRJNA319574","SRR5127572","Healthy"
"3829","SAMN06110100","PRJNA319574","SRR5127705","Healthy"
"3830","SAMN06110101","PRJNA319574","SRR5127816","Healthy"
"3831","SAMN06110102","PRJNA319574","SRR5127643","Healthy"
"3832","SAMN06110103","PRJNA319574","SRR5127853","Healthy"
"3833","SAMN06110104","PRJNA319574","SRR5127426","Healthy"
"3834","SAMN06110105","PRJNA319574","SRR5127402","Healthy"
"3835","SAMN06110106","PRJNA319574","SRR5127688","Healthy"
"3836","SAMN06110107","PRJNA319574","SRR5127834","Healthy"
"3837","SAMN06110108","PRJNA319574","SRR5127514","Healthy"
"3838","SAMN06110109","PRJNA319574","SRR5127429","Healthy"
"3839","SAMN06110110","PRJNA319574","SRR5127658","Healthy"
"3840","SAMN06110111","PRJNA319574","SRR5127851","Healthy"
"3841","SAMN06110112","PRJNA319574","SRR5127669","Healthy"
"3842","SAMN06110113","PRJNA319574","SRR5127602","Healthy"
"3843","SAMN06110114","PRJNA319574","SRR5127607","Healthy"
"3844","SAMN06110115","PRJNA319574","SRR5127733","Healthy"
"3845","SAMN06110116","PRJNA319574","SRR5127717","Healthy"
"3846","SAMN06110117","PRJNA319574","SRR5127482","Healthy"
"3847","SAMN06110118","PRJNA319574","SRR5127549","Healthy"
"3848","SAMN06110119","PRJNA319574","SRR5127846","Healthy"
"3849","SAMN06110120","PRJNA319574","SRR5127837","Healthy"
"3850","SAMN06110121","PRJNA319574","SRR5127782","Healthy"
"3851","SAMN06110122","PRJNA319574","SRR5127611","Healthy"
"3852","SAMN06110123","PRJNA319574","SRR5127446","Healthy"
"3853","SAMN06110124","PRJNA319574","SRR5127495","Healthy"
"3854","SAMN06110125","PRJNA319574","SRR5127618","Healthy"
"3855","SAMN06110126","PRJNA319574","SRR5127630","Healthy"
"3856","SAMN06110127","PRJNA319574","SRR5127603","Healthy"
"3857","SAMN06110128","PRJNA319574","SRR5127519","Healthy"
"3858","SAMN06110129","PRJNA319574","SRR5127696","Healthy"
"3859","SAMN06110130","PRJNA319574","SRR5127735","Healthy"
"3860","SAMN06110131","PRJNA319574","SRR5127412","Healthy"
"3861","SAMN06110132","PRJNA319574","SRR5127700","Healthy"
"3862","SAMN06110133","PRJNA319574","SRR5127730","Healthy"
"3863","SAMN06110134","PRJNA319574","SRR5127551","Healthy"
"3864","SAMN06110135","PRJNA319574","SRR5127677","Healthy"
"3865","SAMN06110136","PRJNA319574","SRR5127409","Healthy"
"3866","SAMN06110137","PRJNA319574","SRR5127594","Healthy"
"3867","SAMN06110138","PRJNA319574","SRR5127558","Healthy"
"3868","SAMN06110139","PRJNA319574","SRR5127526","Healthy"
"3869","SAMN06110140","PRJNA319574","SRR5127580","Healthy"
"3870","SAMN06110141","PRJNA319574","SRR5127710","Healthy"
"3871","SAMN06110142","PRJNA319574","SRR5127574","Healthy"
"3872","SAMN06110143","PRJNA319574","SRR5127704","Healthy"
"3873","SAMN06110144","PRJNA319574","SRR5127547","Healthy"
"3874","SAMN06110145","PRJNA319574","SRR5127651","Healthy"
"3875","SAMN06110146","PRJNA319574","SRR5127633","Healthy"
"3876","SAMN06110147","PRJNA319574","SRR5127443","Healthy"
"3877","SAMN06110148","PRJNA319574","SRR5127577","Healthy"
"3878","SAMN06110149","PRJNA319574","SRR5127745","Healthy"
"3879","SAMN06110150","PRJNA319574","SRR5127420","Healthy"
"3880","SAMN06110151","PRJNA319574","SRR5127573","Healthy"
"3881","SAMN06110152","PRJNA319574","SRR5127732","Healthy"
"3882","SAMN06110153","PRJNA319574","SRR5127454","Healthy"
"3883","SAMN06110154","PRJNA319574","SRR5127588","Healthy"
"3884","SAMN06110155","PRJNA319574","SRR5127487","Healthy"
"3885","SAMN06110156","PRJNA319574","SRR5127484","Healthy"
"3886","SAMN06110157","PRJNA319574","SRR5127467","Healthy"
"3887","SAMN06110158","PRJNA319574","SRR5127616","Healthy"
"3888","SAMN06110159","PRJNA319574","SRR5127760","Healthy"
"3889","SAMN06110160","PRJNA319574","SRR5127812","Healthy"
"3890","SAMN06110162","PRJNA319574","SRR5127641","Healthy"
"3891","SAMN06110163","PRJNA319574","SRR5127727","Healthy"
"3892","SAMN06110164","PRJNA319574","SRR5127471","Healthy"
"3893","SAMN06110165","PRJNA319574","SRR5127450","Healthy"
"3894","SAMN06110166","PRJNA319574","SRR5127831","Healthy"
"3895","SAMN06110167","PRJNA319574","SRR5127396","Healthy"
"3896","SAMN06110168","PRJNA319574","SRR5127756","Healthy"
"3897","SAMN06110169","PRJNA319574","SRR5127517","Healthy"
"3898","SAMN06110170","PRJNA319574","SRR5127552","Healthy"
"3899","SAMN06110171","PRJNA319574","SRR5127632","Healthy"
"3900","SAMN06110172","PRJNA319574","SRR5127525","Healthy"
"3901","SAMN06110173","PRJNA319574","SRR5127621","Healthy"
"3902","SAMN06110174","PRJNA319574","SRR5127706","Healthy"
"3903","SAMN06110175","PRJNA319574","SRR5127395","Healthy"
"3904","SAMN06110176","PRJNA319574","SRR5127604","Healthy"
"3905","SAMN06110177","PRJNA319574","SRR5127462","Healthy"
"3906","SAMN06110178","PRJNA319574","SRR5127419","Healthy"
"3907","SAMN06110179","PRJNA319574","SRR5127653","Healthy"
"3908","SAMN06110180","PRJNA319574","SRR5127639","Healthy"
"3909","SAMN06110181","PRJNA319574","SRR5127502","Healthy"
"3910","SAMN06110182","PRJNA319574","SRR5127686","Healthy"
"3911","SAMN06110183","PRJNA319574","SRR5127513","Healthy"
"3912","SAMN06110184","PRJNA319574","SRR5127833","Healthy"
"3913","SAMN06110185","PRJNA319574","SRR5127762","Healthy"
"3914","SAMN06110186","PRJNA319574","SRR5127557","Healthy"
"3915","SAMN06110187","PRJNA319574","SRR5127713","Healthy"
"3916","SAMN06110188","PRJNA319574","SRR5127496","Healthy"
"3917","SAMN06110189","PRJNA319574","SRR5127508","Healthy"
"3918","SAMN06110190","PRJNA319574","SRR5127747","Healthy"
"3919","SAMN06110191","PRJNA319574","SRR5127707","Healthy"
"3920","SAMN06110192","PRJNA319574","SRR5127819","Healthy"
"3921","SAMN06110193","PRJNA319574","SRR5127848","Healthy"
"3922","SAMN06110194","PRJNA319574","SRR5127622","Healthy"
"3923","SAMN06110195","PRJNA319574","SRR5127601","Healthy"
"3924","SAMN06110196","PRJNA319574","SRR5127652","Healthy"
"3925","SAMN06110197","PRJNA319574","SRR5127599","Healthy"
"3926","SAMN06110198","PRJNA319574","SRR5127839","Healthy"
"3927","SAMN06110199","PRJNA319574","SRR5127629","Healthy"
"3928","SAMN06110200","PRJNA319574","SRR5127649","Healthy"
"3929","SAMN06110201","PRJNA319574","SRR5127570","Healthy"
"3930","SAMN06110202","PRJNA319574","SRR5127563","Healthy"
"3931","SAMN06110203","PRJNA319574","SRR5127483","Healthy"
"3932","SAMN06110204","PRJNA319574","SRR5127790","Healthy"
"3933","SAMN06110205","PRJNA319574","SRR5127575","Healthy"
"3934","SAMN06110206","PRJNA319574","SRR5127631","Healthy"
"3935","SAMN06110207","PRJNA319574","SRR5127657","Healthy"
"3936","SAMN06110208","PRJNA319574","SRR5127478","Healthy"
"3937","SAMN06110209","PRJNA319574","SRR5127793","Healthy"
"3938","SAMN06110210","PRJNA319574","SRR5127449","Healthy"
"3939","SAMN06110211","PRJNA319574","SRR5127722","Healthy"
"3940","SAMN06110212","PRJNA319574","SRR5127718","Healthy"
"3941","SAMN06110213","PRJNA319574","SRR5127650","Healthy"
"3942","SAMN06110214","PRJNA319574","SRR5127708","Healthy"
"3943","SAMN06110215","PRJNA319574","SRR5127448","Healthy"
"3944","SAMN06110216","PRJNA319574","SRR5127485","Healthy"
"3945","SAMN06110217","PRJNA319574","SRR5127709","Healthy"
"3946","SAMN06110218","PRJNA319574","SRR5127404","Healthy"
"3947","SAMN06110219","PRJNA319574","SRR5127427","Healthy"
"3948","SAMN06110220","PRJNA319574","SRR5127500","Healthy"
"3949","SAMN06110221","PRJNA319574","SRR5127399","Healthy"
"3950","SAMN06110222","PRJNA319574","SRR5127613","Healthy"
"3951","SAMN06110223","PRJNA319574","SRR5127634","Healthy"
"3952","SAMN06110224","PRJNA319574","SRR5127393","Healthy"
"3953","SAMN06110225","PRJNA319574","SRR5127436","Healthy"
"3954","SAMN06110226","PRJNA319574","SRR5127758","Healthy"
"3955","SAMN06110227","PRJNA319574","SRR5127425","Healthy"
"3956","SAMN06110228","PRJNA319574","SRR5127858","Healthy"
"3957","SAMN06110229","PRJNA319574","SRR5127743","Healthy"
"3958","SAMN06110230","PRJNA319574","SRR5127512","Healthy"
"3959","SAMN06110231","PRJNA319574","SRR5127792","Healthy"
"3960","SAMN06110232","PRJNA319574","SRR5127712","Healthy"
"3961","SAMN06110233","PRJNA319574","SRR5127406","Healthy"
"3962","SAMN06110234","PRJNA319574","SRR5127564","Healthy"
"3963","SAMN06110235","PRJNA319574","SRR5127596","Healthy"
"3964","SAMN06110236","PRJNA319574","SRR5127438","Healthy"
"3965","SAMN06110237","PRJNA319574","SRR5127818","Healthy"
"3966","SAMN06110238","PRJNA319574","SRR5127498","Healthy"
"3967","SAMN06110239","PRJNA319574","SRR5127497","Healthy"
"3968","SAMN06110240","PRJNA319574","SRR5127524","Healthy"
"3969","SAMN06110241","PRJNA319574","SRR5127538","Healthy"
"3970","SAMN06110242","PRJNA319574","SRR5127586","Healthy"
"3971","SAMN06110243","PRJNA319574","SRR5127768","Healthy"
"3972","SAMN06110244","PRJNA319574","SRR5127610","Healthy"
"3973","SAMN06110245","PRJNA319574","SRR5127720","Healthy"
"3974","SAMN06110246","PRJNA319574","SRR5127460","Healthy"
"3975","SAMN06110247","PRJNA319574","SRR5127655","Healthy"
"3976","SAMN06110248","PRJNA319574","SRR5127673","Healthy"
"3977","SAMN06110249","PRJNA319574","SRR5127612","Healthy"
"3978","SAMN06110250","PRJNA319574","SRR5127555","Healthy"
"3979","SAMN06110251","PRJNA319574","SRR5127820","Healthy"
"3980","SAMN06110252","PRJNA319574","SRR5127421","Healthy"
"3981","SAMN06110253","PRJNA319574","SRR5127503","Healthy"
"3982","SAMN06110254","PRJNA319574","SRR5127401","Healthy"
"3983","SAMN06110255","PRJNA319574","SRR5127805","Healthy"
"3984","SAMN06110256","PRJNA319574","SRR5127806","Healthy"
"3985","SAMN06110257","PRJNA319574","SRR5127738","Healthy"
"3986","SAMN06110258","PRJNA319574","SRR5127585","Healthy"
"3987","SAMN06110259","PRJNA319574","SRR5127506","Healthy"
"3988","SAMN06110260","PRJNA319574","SRR5127544","Healthy"
"3989","SAMN06110261","PRJNA319574","SRR5127435","Healthy"
"3990","SAMN06110262","PRJNA319574","SRR5127800","Healthy"
"3991","SAMN06110263","PRJNA319574","SRR5127693","Healthy"
"3992","SAMN06110264","PRJNA319574","SRR5127729","Healthy"
"3993","SAMN06110265","PRJNA319574","SRR5127662","Healthy"
"3994","SAMN06110266","PRJNA319574","SRR5127405","Healthy"
"3995","SAMN06110267","PRJNA319574","SRR5127840","Healthy"
"3996","SAMN06110268","PRJNA319574","SRR5127822","Healthy"
"3997","SAMN06110269","PRJNA319574","SRR5127488","Healthy"
"3998","SAMN06110270","PRJNA319574","SRR5127592","Healthy"
"3999","SAMN06110271","PRJNA319574","SRR5127509","Healthy"
"4000","SAMN06110272","PRJNA319574","SRR5127457","Healthy"
"4001","SAMN06110273","PRJNA319574","SRR5127424","Healthy"
"4002","SAMN06110274","PRJNA319574","SRR5127791","Healthy"
"4003","SAMN06110275","PRJNA319574","SRR5127701","Healthy"
"4004","SAMN06110276","PRJNA319574","SRR5127660","Healthy"
"4005","SAMN06110277","PRJNA319574","SRR5127473","Healthy"
"4006","SAMN06110278","PRJNA319574","SRR5127595","Healthy"
"4007","SAMN06110280","PRJNA319574","SRR5127785","Healthy"
"4008","SAMN06110281","PRJNA319574","SRR5127721","Healthy"
"4009","SAMN06110282","PRJNA319574","SRR5127681","Healthy"
"4010","SAMN06110283","PRJNA319574","SRR5127795","Healthy"
"4011","SAMN06110284","PRJNA319574","SRR5127666","Healthy"
"4012","SAMN06110285","PRJNA319574","SRR5127479","Healthy"
"4013","SAMN06110286","PRJNA319574","SRR5127528","Healthy"
"4014","SAMN06110287","PRJNA319574","SRR5127737","Healthy"
"4015","SAMN06110288","PRJNA319574","SRR5127741","Healthy"
"4016","SAMN06110289","PRJNA319574","SRR5127645","Healthy"
"4017","SAMN06110290","PRJNA319574","SRR5127702","Healthy"
"4018","SAMN06110291","PRJNA319574","SRR5127811","Healthy"
"4019","SAMN06110292","PRJNA319574","SRR5127689","Healthy"
"4020","SAMN06110293","PRJNA319574","SRR5127734","Healthy"
"4021","SAMN06110294","PRJNA319574","SRR5127807","Healthy"
"4022","SAMN06110295","PRJNA319574","SRR5127761","Healthy"
"4023","SAMN06110296","PRJNA319574","SRR5127691","Healthy"
"4024","SAMN06110297","PRJNA319574","SRR5127432","Healthy"
"4025","SAMN06110298","PRJNA319574","SRR5127518","Healthy"
"4026","SAMN06110299","PRJNA319574","SRR5127455","Healthy"
"4027","SAMN06110300","PRJNA319574","SRR5127694","Healthy"
"4028","SAMN06110301","PRJNA319574","SRR5127415","Healthy"
"4029","SAMN06110302","PRJNA319574","SRR5127511","Healthy"
"4030","SAMN06110303","PRJNA319574","SRR5127434","Healthy"
"4031","SAMN06110304","PRJNA319574","SRR5127620","Healthy"
"4032","SAMN06110305","PRJNA319574","SRR5127748","Healthy"
"4033","SAMN06110306","PRJNA319574","SRR5127787","Healthy"
"4034","SAMN06110307","PRJNA319574","SRR5127417","Healthy"
"4035","SAMN06110308","PRJNA319574","SRR5127501","Healthy"
"4036","SAMN06110309","PRJNA319574","SRR5127680","Healthy"
"4037","SAMN06110310","PRJNA319574","SRR5127683","Healthy"
"4038","SAMN06110311","PRJNA319574","SRR5127757","Healthy"
"4039","SAMN06110312","PRJNA319574","SRR5127855","Healthy"
"4040","SAMN06110313","PRJNA319574","SRR5127623","Healthy"
"4041","SAMN06110314","PRJNA319574","SRR5127644","Healthy"
"4042","SAMN06110315","PRJNA319574","SRR5127591","Healthy"
"4043","SAMN06110316","PRJNA319574","SRR5127590","Healthy"
"4044","SAMN06110317","PRJNA319574","SRR5127423","Healthy"
"4045","SAMN06110318","PRJNA319574","SRR5127636","Healthy"
"4046","SAMN06110319","PRJNA319574","SRR5127499","Healthy"
"4047","SAMN06110320","PRJNA319574","SRR5127571","Healthy"
"4048","SAMN06110321","PRJNA319574","SRR5127439","Healthy"
"4049","SAMN06110322","PRJNA319574","SRR5127654","Healthy"
"4050","SAMN06110323","PRJNA319574","SRR5127441","Healthy"
"4051","SAMN06110324","PRJNA319574","SRR5127530","Healthy"
"4052","SAMN06110325","PRJNA319574","SRR5127445","Healthy"
"4053","SAMN06110326","PRJNA319574","SRR5127772","Healthy"
"4054","SAMN06110327","PRJNA319574","SRR5127466","Healthy"
"4055","SAMN06110328","PRJNA319574","SRR5127647","Healthy"
"4056","SAMN06110329","PRJNA319574","SRR5127516","Healthy"
"4057","SAMN06110330","PRJNA319574","SRR5127753","Healthy"
"4058","SAMN06110331","PRJNA319574","SRR5127559","Healthy"
"4059","SAMN06110332","PRJNA319574","SRR5127859","Healthy"
"4060","SAMN06110333","PRJNA319574","SRR5127464","Healthy"
"4061","SAMN06110334","PRJNA319574","SRR5127392","Healthy"
"4062","SAMN06110335","PRJNA319574","SRR5127679","Healthy"
"4063","SAMN06110336","PRJNA319574","SRR5127711","Healthy"
