"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"157687","Leptotrichia wadei",2,2200,1.34007043351802e-08,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"109328","Leptotrichia trevisanii",2,8861,8.07956631697794e-10,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"554406","Leptotrichia hongkongensis",2,897,1.26335806294807e-10,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"34105","Streptobacillus moniliformis",2,15549,3.96449880977463e-08,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Streptobacillus"
"157692","Pseudoleptotrichia goodfellowii",2,1822,6.96155491043571e-09,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Pseudoleptotrichia"
"1539298","Treponema sp. OMZ 838",2,1878,1.49198133499861e-08,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"400668","Marinomonas sp. MWYL1",2,13793,2.30415541954218e-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas"
"221027","Treponema putidum",2,9553,1.91290746684388e-12,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"273376","Sphaerochaeta coccoides",2,1203,2.02725663988564e-08,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta"
"55206","Sediminispirochaeta smaragdinae",2,4515,1.90712950430449e-07,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sediminispirochaeta"
"1307761","Salinispira pacifica",2,6640,3.8649614849553e-07,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira"
"2518645","Oceanispirochaeta crateris",2,11713,1.54874502210068e-06,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Oceanispirochaeta"
"252967","Thiospirochaeta perfilievii",2,5924,2.7897759041368e-08,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Thiospirochaeta"
"2608247","Borrelia sp. A-FGy1",2,11562,9.8986443594051e-09,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia"
"52584","Brachyspira pilosicoli",2,12756,1.50721921355642e-07,"Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira"
"84377","Brachyspira intermedia",2,9805,1.30514358697181e-08,"Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira"
"173","Leptospira interrogans",2,4424,1.14735414704276e-10,"Bacteria","Spirochaetes","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira"
"28183","Leptospira santarosai",2,4424,1.82170858956009e-07,"Bacteria","Spirochaetes","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira"
"2564040","Leptospira tipperaryensis",2,4424,2.45776911301289e-10,"Bacteria","Spirochaetes","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira"
"29510","Turneriella parva",2,6003,7.98713844990029e-07,"Bacteria","Spirochaetes","Spirochaetia","Leptospirales","Leptospiraceae","Turneriella"
"239935","Akkermansia muciniphila",2,4627,8.48114754067723e-06,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"1882831","Verrucomicrobium sp. GAS474",2,14061,3.78178407183182e-10,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium"
"2728835","Luteolibacter sp. G-1-1-1",2,5924,1.01684478602177e-07,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter"
"1704307","Candidatus Xiphinematobacter sp. Idaho Grape",2,4581,9.96123566468741e-07,"Bacteria","Verrucomicrobia","Spartobacteria","","","Candidatus Xiphinematobacter"
"2596912","Glaciihabitans sp. INWT7",2,5052,8.42347089736711e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Glaciihabitans"
"122","Gimesia maris",2,2949,1.78680391429915e-09,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia"
"1636152","Planctomyces sp. SH-PL62",2,6360,6.71488586697842e-08,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces"
"2527989","Alienimonas californiensis",2,5194,5.34907285518149e-11,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Alienimonas"
"2528019","Planctopirus ephydatiae",2,3180,2.82558262750995e-09,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctopirus"
"120","Planctopirus limnophila",2,5509,3.28452139575898e-08,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctopirus"
"1630693","Gemmata sp. SH-PL17",2,13266,1.007640411959e-10,"Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata"
"1210884","Gemmata massiliana",2,4424,3.68994118084811e-10,"Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata"
"238836","Shewanella donghaensis",2,10336,2.13556943763139e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"692036","Tuwongella immobilis",2,6707,4.04708591731191e-08,"Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Tuwongella"
"125","Pirellula staleyi",2,6231,8.27243747054687e-08,"Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula"
"265606","Rhodopirellula baltica",2,13143,1.00375156416063e-08,"Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","Rhodopirellula"
"466153","Singulisphaera acidiphila",2,15370,6.42521856494717e-08,"Bacteria","Planctomycetes","Planctomycetia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"1387353","Paludisphaera borealis",2,8291,1.65963480937953e-08,"Bacteria","Planctomycetes","Planctomycetia","Isosphaerales","Isosphaeraceae","Paludisphaera"
"708186","Arcobacter trophiarum",2,4424,9.38238019761978e-13,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter"
"1307763","Kiritimatiella glycovorans",2,6693,4.17027106712743e-09,"Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","Kiritimatiella"
"93466","Fervidobacterium pennivorans",2,10358,3.62385768025294e-09,"Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium"
"2527984","Bremerella volcania",2,4424,3.61315344609396e-12,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Bremerella"
"1006576","Defluviitoga tunisiensis",2,4015,2.11244951356705e-09,"Bacteria","Thermotogae","Thermotogae","Petrotogales","Petrotogaceae","Defluviitoga"
"1330330","Kosmotoga pacifica",2,13099,7.36165848032393e-08,"Bacteria","Thermotogae","Thermotogae","Kosmotogales","Kosmotogaceae","Kosmotoga"
"607711","Neisseria wadsworthii",2,7893,7.81372883103323e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"658062","Candidatus Koribacter versatilis",2,5889,2.70488317547088e-09,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Candidatus Koribacter"
"1538","Clostridium ljungdahlii",2,4424,1.05961016305951e-08,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"380749","Hydrogenobaculum sp. Y04AAS1",2,9627,7.03376577516445e-11,"Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Hydrogenobaculum"
"940","Hydrogenobacter thermophilus",2,5733,5.04040369759929e-08,"Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter"
"63363","Aquifex aeolicus",2,4424,1.04761208897071e-09,"Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Aquifex"
"136094","Thermocrinis albus",2,8368,1.6290091361101e-07,"Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Thermocrinis"
"81412","Aminomonas paucivorans",2,16353,7.38868349852884e-05,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Aminomonas"
"81462","Thermanaerovibrio acidaminovorans",2,8006,1.28891644639181e-07,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Thermanaerovibrio"
"428712","Jonquetella anthropi",2,6393,5.52856521957078e-07,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Jonquetella"
"2352","Flexistipes sinusarabici",2,4760,2.83401983059603e-08,"Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Flexistipes"
"1576550","Candidatus Kinetoplastibacterium sorsogonicusi",2,4306,8.01502500964611e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Azonexaceae","Candidatus Kinetoplastibacterium"
"1653476","Caldimicrobium thiodismutans",2,4424,1.97409399015753e-11,"Bacteria","Thermodesulfobacteria","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Caldimicrobium"
"1408281","Endomicrobium proavitum",2,19977,4.71512115316359e-06,"Bacteria","Elusimicrobia","Endomicrobia","Endomicrobiales","Endomicrobiaceae","Endomicrobium"
"1408204","Endomicrobium Candidatus Endomicrobium trichonymphae",2,11815,1.03128794802399e-09,"Bacteria","Elusimicrobia","Endomicrobia","Endomicrobiales","Endomicrobiaceae","Endomicrobium"
"423605","Elusimicrobium minutum",2,11291,4.79847175195672e-08,"Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium"
"513050","Dictyoglomus turgidum",2,4424,2.88624411700082e-06,"Bacteria","Dictyoglomi","Dictyoglomia","Dictyoglomales","Dictyoglomaceae","Dictyoglomus"
"2093824","Candidatus Nanosynbacter lyticus",2,4424,7.21929480425264e-10,"Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonia","Candidatus Nanosynbacterales","Candidatus Nanosynbacteraceae","Candidatus Nanosynbacter"
"2026885","Candidatus Bipolaricaulis anaerobius",2,8846,1.58961388867878e-11,"Bacteria","Candidatus Bipolaricaulota","","","","Candidatus Bipolaricaulis"
"693075","Caldisericum exile",2,18627,1.67516735551716e-09,"Bacteria","Caldiserica","Caldisericia","Caldisericales","Caldisericaceae","Caldisericum"
"187145","Caldithrix abyssi",2,7811,2.17084790930023e-10,"Bacteria","Calditrichaeota","Calditrichae","Calditrichales","Calditrichaceae","Caldithrix"
"936456","Desulfurispirillum indicum",2,9134,7.4525090169284e-09,"Bacteria","Chrysiogenetes","Chrysiogenetes","Chrysiogenales","Chrysiogenaceae","Desulfurispirillum"
"418008","Methanosarcina horonobensis",2,13539,5.35872435633122e-10,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina"
"1434100","Methanosarcina sp. MTP4",2,9922,3.21320136157619e-08,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina"
"195253","Synechococcus sp. PCC 6312",2,13913,2.08318773719869e-08,"Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Synechococcus"
"170861","Methanosarcina lacustris",2,2427,4.63380452319819e-09,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina"
"1715806","Methanosarcina flavescens",2,8846,5.79673394028377e-10,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina"
"1416627","Oceanisphaera profunda",2,4424,4.62296202260088e-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Oceanisphaera"
"536044","Methanolobus zinderi",2,3320,1.71191219044881e-08,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanolobus"
"2223","Methanothrix soehngenii",2,9591,1.4285335160666e-08,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanotrichaceae","Methanothrix"
"2315","Methanoplanus limicola",2,8147,5.11639033150848e-08,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoplanus"
"2198","Methanoculleus marisnigri",2,2488,5.01115764618387e-09,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus"
"2201","Methanofollis liminatans",2,6064,1.97368963263601e-09,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanofollis"
"882104","Methanoregula formicica",2,11265,1.89160257400611e-08,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanoregula"
"1175444","Methanocella conradii",2,3925,1.74042569949237e-08,"Archaea","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae","Methanocella"
"570267","Methanocella paludicola",2,8554,1.31218826278352e-10,"Archaea","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae","Methanocella"
"337243","Halorubrum ezzemoulense",2,5645,2.37057751327919e-08,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum"
"2252","Haloferax mediterranei",2,13266,1.17398968472453e-09,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloferax"
"1653478","Rhodococcus sp. PBTS 1",2,3801,1.07004100458027e-09,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"2055893","Halalkaliarchaeum desulfuricum",2,6604,6.61610670653478e-09,"Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halalkaliarchaeum"
"2747817","Natronomonas sp. C90",2,26514,1.67833885178361e-09,"Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Natronomonas"
"2242","Halobacterium salinarum",2,4424,2.77538924509189e-11,"Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halobacterium"
"1853682","Halarchaeum sp. CBA1220",2,4424,4.36257842257427e-12,"Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halarchaeum"
"387343","Halopiger xanaduensis",2,11639,2.63381011296947e-05,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halopiger"
"2044521","Natrarchaeobaculum sulfurireducens",2,5680,6.8737425863062e-08,"Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrarchaeobaculum"
"2317","Methanosphaera stadtmanae",2,11533,2.99607834560054e-09,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera"
"1789762","Methanosphaera sp. BMS",2,7515,1.20645793131921e-07,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera"
"1353976","Neochlamydia sp. S13",2,14268,1.28658433675574e-08,"Bacteria","Chlamydiae","Chlamydiia","Parachlamydiales","Parachlamydiaceae","Neochlamydia"
"39152","Methanococcus maripaludis",2,2094,8.50270729724895e-08,"Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcus"
"42879","Methanococcus aeolicus",2,5547,5.07789463157779e-09,"Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcus"
"2188","Methanococcus voltae",2,10561,7.0014498079919e-10,"Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcus"
"2189","Methanotorris igneus",2,4137,1.51477188554611e-08,"Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanotorris"
"55802","Thermococcus barophilus",2,17134,2.00286692548887e-10,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus"
"342949","Pyrococcus sp. NA2",2,4424,2.36384401466673e-11,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus"
"2267275","Bartonella krasnovii",2,4424,3.03729562094351e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella"
"1291540","Candidatus Methanomethylophilus alvus",2,7786,5.31872820397143e-08,"Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Candidatus Methanomethylophilaceae","Candidatus Methanomethylophilus"
"2512240","Sulfolobus sp. S-194",2,4424,2.4159696011831e-09,"Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus"
"1891280","Sulfolobus sp. A20",2,6281,2.20613260531624e-09,"Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus"
"200415","Caldisphaera lagunensis",2,6214,2.11592295319407e-07,"Archaea","Crenarchaeota","Thermoprotei","Acidilobales","Caldisphaeraceae","Caldisphaera"
"92401","Mycoplasma cloacale",2,4173,2.68821967468261e-10,"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"1959104","Nitrosopumilus oxyclinae",2,2479,2.20059447048698e-11,"Archaea","Thaumarchaeota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus"
"1510466","Nitrosopumilus Candidatus Nitrosopumilus koreensis",2,9444,1.21260600823027e-11,"Archaea","Thaumarchaeota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus"
"338192","Nitrosopumilus maritimus",2,4064,8.0472610963516e-09,"Archaea","Thaumarchaeota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus"
"1580092","Nitrosopumilus adriaticus",2,8846,9.48058015294084e-12,"Archaea","Thaumarchaeota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus"
"2598457","Streptococcus sp. KS 6",2,0,2.09588139517254e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2698804","Streptococcus sp. CNU G3",2,0,1.69514025404497e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1402","Bacillus licheniformis",2,12222,1.83848708892141e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"544580","Actinomyces oris",2,0,1.58932050060605e-08,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"1769","Mycobacterium leprae",2,3680,1.69040727545311e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"214888","Entomoplasma luminosum",2,4002,2.17828565729175e-06,"Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Entomoplasma"
"123824","Frederiksenia canicola",2,11711,3.24550709819805e-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Frederiksenia"
"163011","Pseudomonas lini",2,10135,5.67754365258215e-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"70348","Acinetobacter dispersus",2,18451,1.36398431173332e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"56812","Shewanella frigidimarina",2,2727,1.11487768925709e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
